archetype,deck,list_id,source,date,event,pilot,camp,category,confidence,regime,origin,verifier,verdict,reason,verifier_reason
dimir,Dimir Midrange,modern-league-2026-08-0410847#PharmD_MTG,mtgo,2026-08-04,Modern League,PharmD_MTG,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Oculus with Riddler at 3: 4 Abhorrent Oculus, 4 Unearth, 4 Thought Scour, 2 Harbinger of the Seas main, no Kaito, Tamiyo or Subtlety.",
dimir,Dimir Midrange,modern-league-2026-08-0510847#Magric,mtgo,2026-08-05,Modern League,Magric,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Asmor artifact reanimator: 4 Asmoranomardicadaistinaculdacar, 4 The Underworld Cookbook, 4 Urza's Saga, 3 Mox Opal, 4 Abhorrent Oculus, 4 Unearth, 4 Persist, 4 Archon of Cruelty, with no Thoughtseize, Fatal Push or counterspell in the main.",
dimir,Dimir Midrange,modern-league-2026-08-1610983#TomCairns,mtgo,2026-08-16,Modern League,TomCairns,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Persist reanimator: 4 Persist, 4 Archon of Cruelty, 4 Fallaji Archaeologist, 4 Gran-Gran, 4 Flare of Denial, 2 Abhorrent Oculus, 2 Unearth, 2 Emperor of Bones, Riddler down to 1.",
dimir,Dimir Midrange,modern-league-2026-08-1810983#Alvas,mtgo,2026-08-18,Modern League,Alvas,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Oculus that runs 4 Riddler: 4 Abhorrent Oculus, 4 Unearth, 4 Thought Scour, 2 Snapcaster Mage, no Bowmasters, Kaito or Tamiyo.",
dimir,Dimir Midrange,modern-league-2026-08-2110983#Magric,mtgo,2026-08-21,Modern League,Magric,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Asmor artifact reanimator, 21218 with one Riddler swapped for an Emperor of Bones: 4 Asmoranomardicadaistinaculdacar, 4 The Underworld Cookbook, 4 Urza's Saga, 3 Mox Opal, 4 Abhorrent Oculus, 4 Unearth, 4 Persist, 4 Archon of Cruelty, Fatal Push and Force of Negation in the side only.",
dimir,Dimir Midrange,modern-league-2026-08-2110983#Alvas,mtgo,2026-08-21,Modern League,Alvas,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Oculus that runs 4 Riddler, 21970 card for card: 4 Abhorrent Oculus, 4 Unearth, 4 Thought Scour, 2 Snapcaster Mage.",
dimir,Dimir Midrange,melee:94d66e6c-d55d-4711-a5e1-b4b400c9761c,melee,2026-08-29,Spotlight Brisbane,RoseBurns,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Death's Shadow registered under the bare name Dimir: 4 Death's Shadow, 4 Moonshadow, 4 Street Wraith, 4 Preordain, 3 Push the Limit, 3 Stubborn Denial, and no Fatal Push, Bowmasters, Subtlety or Force of Negation.",
dimir,Dimir Midrange,modern-league-2026-09-0410983#bokk,mtgo,2026-09-04,Modern League,bokk,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Necro: 4 Necrodominance, 4 Soul Spike, 4 Boggart Trawler, 4 Sheoldred, the Apocalypse, 3 March of Wretched Sorrow, 2 Dauthi Voidwalker, Riddler down to 2 with 2 more in the side, no counterspells.",
dimir,Dimir Midrange,melee:36835c10-5a60-4881-a9ab-b4bc00300066,melee,2026-09-05,Spotlight Dallas,Throckmorton,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Goryo's, named so by the pilot: 4 Goryo's Vengeance, 4 Griselbrand, 4 Emperor of Bones, 4 Tainted Indulgence, 3 Troll of Khazad-dum, 2 Ulamog, the Defiler, Thoughtseize in the side only.",
dimir,Dimir Midrange,melee:96684cb0-b9a5-4435-b5cc-b4ba0016f9a4,melee,2026-09-05,Spotlight Dallas,Zwiftef,,different-deck,medium,post,both,keep,exclude: another Dimir deck,"Registered as Dimir Midrange but built as Dimir Oculus: 4 Abhorrent Oculus, 4 Unearth, 4 Moonshadow, 4 Mishra's Bauble, Riddler down to 2, Thoughtseize in the side only; medium because the pilot's own name disagrees with the cards.",
dimir,Dimir Midrange,modern-league-2026-09-0610983#LindenPaine,mtgo,2026-09-06,Modern League,LindenPaine,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Persist reanimator: 4 Persist, 4 Archon of Cruelty, 4 Fallaji Archaeologist, 4 Gran-Gran, 3 Emperor of Bones, 3 Flare of Denial, 2 Cephalid Coliseum.",
dimir,Dimir Midrange,modern-league-2026-09-1210983#TomCairns,mtgo,2026-09-12,Modern League,TomCairns,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Persist reanimator: 4 Persist, 4 Archon of Cruelty, 4 Fallaji Archaeologist, 4 Gran-Gran, 3 Emperor of Bones, 3 Bitter Triumph, 3 Flare of Denial, 2 Cephalid Coliseum.",
dimir,Dimir Midrange,modern-league-2026-09-1210983#LindenPaine,mtgo,2026-09-12,Modern League,LindenPaine,,different-deck,high,post,both,keep,exclude: another Dimir deck,"Dimir Persist reanimator, TomCairns's 23243 with a different sideboard: 4 Persist, 4 Archon of Cruelty, 4 Fallaji Archaeologist, 4 Gran-Gran, 3 Emperor of Bones, 3 Flare of Denial, 3 Bitter Triumph.",
dimir,Dimir Midrange,,mtgo,2026-04-30,Modern League,rabblemasterblaster,,hybrid,medium,pre,both,keep,exclude: another Dimir deck,"Pre-ban Frog control shell (3 Subtlety, 3 Force of Negation, 2 Sink into Stupor, 4 Fatal Push) with a 15-card Persist package spliced in (4 Persist, 4 Deceit, 3 Kavaero, Mind-Bitten, 2 Archon of Cruelty, 2 Emeritus of Ideation); both passes called it different-deck, I rule hybrid because the counterspell shell is intact and only the threat suite is another deck's, and it distorts build readings either way.",
jeskai,Jeskai Control,,mtgo,2026-03-21,Modern League,Hyper,,different-deck,high,pre,both,keep,pre-ban: no longer in the store,"Pre-ban Jeskai Riddler blink, not the Consult control: 4 Quantum Riddler, 4 Phlage, 4 Solitude, 2 Ephemerate, 3 mainboard Consign to Memory and 2 Strix Serenade with no Chant, Scepter, Narset or Day's Undoing and the shell at 2 Consult, 2 Wrath, 1 Teferi; the store holds 606 unclassified Riddler-Ephemerate-Phlage lists and Hyper's two are the only ones inside the population, so I ruled different-deck over the prior pass's hybrid.",
jeskai,Jeskai Control,,mtgo,2026-03-25,Modern League,Hyper,,different-deck,high,pre,both,keep,pre-ban: no longer in the store,"Pre-ban sibling of 13486 with one Ephemerate swapped for a Soul-Guide Lantern: 4 Quantum Riddler, 4 Phlage, 4 Solitude, 3 mainboard Consign to Memory, 2 Strix Serenade, shell at 2 Consult, 2 Wrath, 1 Teferi and no Chant or Scepter.",
jeskai,Jeskai Control,modern-league-2026-06-0210628#Kurusu,mtgo,2026-06-02,Modern League,Kurusu,,different-deck,high,post,both,keep,exclude: another control deck on the shell,"Four-colour Omnath control (4 Omnath, Locus of Creation, 4 Wrenn and Six, 4 Leyline Binding, 3 Delighted Halfling, 2 Green Sun's Zenith, Nissa on Temple Garden, Breeding Pool, Zagoth Triome and Forest) that answers the rule on a single Galvanic Discharge; the store holds 36 more Omnath-plus-Wrenn lists, all unclassified.",
jeskai,Jeskai Control,modern-league-2026-06-0810628#Spezzagatti23,mtgo,2026-06-08,Modern League,Spezzagatti23,,different-deck,high,post,both,keep,exclude: another control deck on the shell,"The same Omnath control as 17257 card for card in the mainboard: 4 Omnath, 4 Wrenn and Six, 4 Leyline Binding, 3 Delighted Halfling, 2 Green Sun's Zenith, Nissa, one Galvanic Discharge.",
jeskai,Jeskai Control,melee:0c53c963-d989-430a-8e69-b4bb01230143,melee,2026-09-05,Spotlight Dallas,Nicklinger,,different-deck,high,post,both,keep,exclude: another control deck on the shell,"Registered as Four-Color Control and built as one: 4 Omnath, Locus of Creation and 4 Wrenn and Six on Temple Garden, Breeding Pool, Stomping Ground, Lush Portico, Hedge Maze and Forest, with Mana Leak over Counterspell; the full Consult shell sits under an Omnath engine no clean member runs.",
jeskai,Jeskai Control,modern-league-2026-09-0710983#DarthStone,mtgo,2026-09-07,Modern League,DarthStone,,different-deck,high,post,both,keep,exclude: another control deck on the shell,"Indomitable Creativity combo: 4 Creativity, 2 Dwarven Mine, Atraxa and Valgavoth as the hits, 3 Fable of the Mirror-Breaker, 3 Deduce, 2 Remand, with the shell held at 2 Consult and a single Wrath; the pilot's 14197 is the same Creativity deck and the store has 74 unclassified Creativity lists.",
jeskai,Jeskai Control,,mtgo,2026-02-07,Modern Challenge 64,Parrotlet,,hybrid,medium,pre,new,keep,pre-ban: no longer in the store,"Pre-ban four-colour Wrenn and Six control: 3 Wrenn and Six, 3 Terminus, 3 Brainsurge, Cosmic Rebirth and 2 Teferi, Hero of Dominaria on Temple Garden, Lush Portico, Hedge Maze and Boseiju, with no Narset, Day's Undoing or Counterspell and the signature at 2 Consult, 2 Wrath, 2 Discharge; the scoring pass did not flag it, but it is the same lineage as 3695 and 4076 and is one of only nine pre-ban members lacking all three consensus card-advantage pieces, five of them Parrotlet's.",
jeskai,Jeskai Control,,mtgo,2026-02-08,Modern Challenge 32,Parrotlet,,hybrid,medium,pre,new,keep,pre-ban: no longer in the store,"Pre-ban, the 5520 mainboard reshuffled (3 Wrenn and Six, 3 Terminus, 3 Brainsurge, Cosmic Rebirth, 2 Hero of Dominaria, Temple Garden, Lush Portico, Hedge Maze, Boseiju) with the shell at 2 Consult, 2 Wrath, 2 Discharge.",
jeskai,Jeskai Control,,mtgo,2026-02-14,Modern Challenge 32,Parrotlet,,hybrid,medium,pre,new,keep,pre-ban: no longer in the store,"Pre-ban, identical to 459 in both boards: 3 Wrenn and Six, 3 Terminus, 3 Brainsurge, Cosmic Rebirth on the green mana base, shell at 2 Consult, 2 Wrath, 2 Discharge.",
jeskai,Jeskai Control,,mtgo,2026-02-28,Modern Challenge 32,Parrotlet,,hybrid,medium,pre,new,keep,pre-ban: no longer in the store,"Pre-ban, the same Wrenn and Six Terminus mainboard (3 Wrenn and Six, 3 Terminus, 3 Brainsurge, Cosmic Rebirth, 2 Hero of Dominaria) with 3 Ragavan in the sideboard, shell at 2 Consult, 2 Wrath, 2 Discharge.",
jeskai,Jeskai Control,,mtgo,2026-05-09,Modern Challenge 32,Parrotlet,,hybrid,medium,pre,new,keep,pre-ban: no longer in the store,"Pre-ban, the last Terminus build before the pilot's Omnath lists: 3 Wrenn and Six, 3 Terminus, 3 Brainsurge, 2 Erode, Hallowed Moonlight on Temple Garden, Lush Portico and Hedge Maze, with a single Consult the Star Charts and 2 Wrath, 2 Discharge.",
jeskai,Jeskai Control,modern-challenge-32-2026-06-0712843808#Parrotlet,mtgo,2026-06-07,Modern Challenge 32,Parrotlet,,hybrid,medium,post,both,keep,"exclude: hybrid brew, out for now","Keeps Chant, Solitude, Teferi, Wrath and Scepter but bolts on the Omnath engine (2 Omnath, 3 Wrenn and Six, 3 Delighted Halfling, Tamiyo, Erode) on Temple Garden, Breeding Pool, Lush Portico and Boseiju with only 2 Consult and 2 Discharge; ruled hybrid rather than different-deck because the control shell is still most of the list, but it goes out with the Wrenn and Six exclusion either way.",
jeskai,Jeskai Control,modern-league-2026-06-0810628#Niko237,mtgo,2026-06-08,Modern League,Niko237,,hybrid,medium,post,both,keep,"exclude: hybrid brew, out for now","First build of the same Saheeli combo shell: 3 Saheeli Rai, 3 Felidar Guardian, 2 Fable of the Mirror-Breaker, 2 Reprieve with 2 mainboard Wrath; the pilot's later 21138 is a plain Esper control with no combo, so the package is a deliberate deck and not a one-off splash.",
jeskai,Jeskai Control,modern-league-2026-07-1910847#Niko237,mtgo,2026-07-19,Modern League,Niko237,,hybrid,medium,post,both,keep,"exclude: hybrid brew, out for now","Jeskai Saheeli: the full Chant, Consult, Teferi, Discharge shell with a ten-slot combo package of 3 Saheeli Rai, 3 Felidar Guardian, 2 Fable of the Mirror-Breaker and 2 Reprieve that no other member runs and that would distort the threat and card-advantage slots.",
jeskai,Jeskai Control,modern-league-2026-07-2110847#Niko237,mtgo,2026-07-21,Modern League,Niko237,,hybrid,medium,post,both,keep,"exclude: hybrid brew, out for now","Identical to 20240 in both boards: 3 Saheeli Rai, 3 Felidar Guardian, 2 Fable of the Mirror-Breaker, 2 Reprieve inside the control shell; two identical league rows are two lists, and both carry the same combo package.",
storm,Storm,,mtgo,2026-03-08,Modern Challenge 32,tao_bye_bye,,data-anomaly,high,pre,both,keep,pre-ban: no longer in the store,"Pre-ban; the store confirms a 65-card mainboard beside a 15-card sideboard, the only member outside 60-62, with 3 Thundertrap Trainer, Karn, the Great Creator, Narset, Parter of Veils and a Raucous Theater sitting on top of an otherwise stock Ruby Storm 60 (4 Ral, 4 Medallion, 3 Past in Flames, 3 Wish, 4 Impulse, 4 Resolve), so its copy counts would read wrong whether the extra five are a bleed or a deliberate 1-4 build.",
storm,Storm,melee:4abcc617-42ed-4952-b760-b4b30030027d,melee,2026-08-29,Spotlight Brisbane,EntreriArtemis,,data-anomaly,high,post,added,keep,exclude: 75-card mainboard,"Registered as Grixis Ruby Storm with 75 cards in the mainboard and an empty sideboard (Thoughtseize, Toxic Deluge, Vandalblast, Flusterstorm and Brotherhood's End sitting beside the 4 Ral, 4 Medallion, 4 Past in Flames engine), boards not separated; it matches the signature but is already outside the prepass population of 65 melee members, so this is a note for whatever filter left it out rather than a new quarantine row.",
storm,Storm,modern-league-2026-09-0310983#Nilsfit,mtgo,2026-09-03,Modern League,Nilsfit,,hybrid,high,post,both,keep,keep: a Storm build,"Post-ban; the Izzet Stormcatch shell (4 Preordain, 2 Stormcatch Mentor, 2 Sink into Stupor, 2 Flame of Anor, 4 Highway Robbery, Island and Flooded Strand, a Consign to Memory, Spell Snare and Flusterstorm sideboard) carrying 4 Ruby Medallion, 4 Ral and 3 Past in Flames with none of Wish, Reckless Impulse or Wrenn's Resolve, which every other post-ban member runs; it sits between the example and the unlabelled Izzet list 5274 (4 Mentor, 4 Flow State, no Medallion), so I rule hybrid over the prior's different-deck, since the Medallion ritual engine is real, but both passes are right that it belongs out.",
livingend,Temur Living End,modern-league-2026-05-1910628#Cagalli123,mtgo,2026-05-19,Modern League,Cagalli123,,hybrid,medium,post,both,keep,keep: a Living End build,"Post-ban (the day after the boundary, not the boundary day); the Temur cascade shell with 4 Violent Outburst plus the Sultai deck's 4 Overlord of the Balemurk, Troll of Khazad-dum, Halo Forager, Disciple of Freyalise and 2 Architects of Will on Watery Grave, Overgrown Tomb and Undercity Sewers.",
livingend,Temur Living End,modern-league-2026-06-1910628#RNicoF,mtgo,2026-06-19,Modern League,RNicoF,,hybrid,medium,post,both,keep,keep: a Living End build,"Post-ban; 4 Violent Outburst beside 4 Overlord of the Balemurk and 3 Architects of Will on Overgrown Tomb, Underground Mortuary and 3 Polluted Delta with no Oliphaunt, from a pilot who later registered both a clean Temur list (10795) and the non-member Sultai build (5230).",
livingend,Temur Living End,modern-challenge-64-2026-07-0412846489#Hravv,mtgo,2026-07-04,Modern Challenge 64,Hravv,,hybrid,high,post,both,keep,keep: a Living End build,"Post-ban; 4 Violent Outburst beside the Sultai build's defining pair, 4 Overlord of the Balemurk and 2 Formidable Speaker, on Watery Grave, Overgrown Tomb, Undercity Sewers, Underground Mortuary and Polluted Delta, with no Oliphaunt or Street Wraith, from a pilot whose 7346 six weeks earlier was a clean Temur list.",
livingend,Temur Living End,melee:4abcf674-5e59-44f3-976b-b4b400be9f91,melee,2026-08-29,Spotlight Brisbane,marknorton,,hybrid,medium,post,both,keep,keep: a Living End build,"Post-ban; keeps the whole Temur cascade engine (4 Violent Outburst, 4 Shardless Agent, 3 Living End) but swaps the Temur cyclers for a black suite of 4 Deceit, 4 Troll of Khazad-dum, 2 Harvester of Misery and 2 Faerie Macabre over Watery Grave, Overgrown Tomb, Undercity Sewers and a Swamp, with no Oliphaunt, Street Wraith or Wistfulness; I rule hybrid over the new pass's different-deck because it lacks the Sultai deck's Formidable Speaker and Overlord of the Balemurk, so it is neither deck's build and would distort Temur's cycler readings.",
